Rk,G,Date,Unnamed: 3_level_1,Opp,W/L,Tm,Opp.1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Unnamed: 24_level_1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Team,DRB
7,7,2018-10-29,,BRK,W,115,96,45,0.42592592592592604,0.5895061728395062,9,0.19565217391304346,0.5112107623318387,16,0.30952380952380953,0.8493894165535956,0.7000000000000001,53,0.34615384615384615,0.25,0.15789473684210525,0.4347826086956521,0.41379310344827586,,34,84,0.405,11,38,0.289,17,22,0.773,11,32,22,6,7,10,20,NYK,0.5517241379310344
8,8,2018-10-31,,IND,L,101,107,34,0.18518518518518512,0.40740740740740733,12,0.21739130434782605,0.7466367713004485,21,0.45238095238095233,0.830393487109905,0.35,35,0.23076923076923073,0.30000000000000004,0.3157894736842105,0.608695652173913,0.3448275862068965,,45,83,0.542,6,20,0.3,11,17,0.647,10,41,24,10,10,15,19,NYK,0.1724137931034483
9,9,2018-11-02,@,DAL,W,118,106,46,0.2777777777777777,0.7716049382716051,7,0.30434782608695654,0.21076233183856502,19,0.5,0.6350067842605156,0.4,40,0.5384615384615384,0.65,0.21052631578947367,0.3913043478260869,0.5172413793103448,,40,81,0.494,11,29,0.379,15,24,0.625,11,40,22,6,1,18,28,NYK,0.31034482758620696
10,10,2018-11-04,@,WAS,L,95,108,39,0.4444444444444444,0.3734567901234568,5,0.26086956521739124,0.08520179372197312,12,0.26190476190476186,0.66078697421981,0.65,51,0.2692307692307693,0.25,0.2631578947368421,0.6521739130434782,0.6551724137931034,,36,83,0.434,6,26,0.231,30,39,0.769,15,47,21,12,11,13,18,NYK,0.5172413793103449
11,11,2018-11-05,,CHI,L,115,116,41,0.6851851851851851,0.27469135802469136,7,0.23913043478260865,0.27354260089686105,26,0.5714285714285714,0.8602442333785618,0.9500000000000001,62,0.3076923076923077,0.35000000000000003,0.3157894736842105,0.608695652173913,0.6206896551724137,,43,95,0.453,8,30,0.267,22,30,0.733,11,48,15,9,9,19,22,NYK,0.689655172413793
12,12,2018-11-07,@,ATL,W,112,107,34,0.14814814814814814,0.44444444444444453,11,0.32608695652173914,0.4932735426008969,33,1.0,0.5956580732700135,0.45000000000000007,48,0.11538461538461542,0.4,0.3684210526315789,0.5652173913043478,0.7241379310344829,,37,92,0.402,11,38,0.289,22,29,0.759,15,45,26,5,9,17,30,NYK,0.5517241379310344
13,13,2018-11-10,@,TOR,L,112,128,44,0.5,0.49382716049382724,6,0.15217391304347827,0.28251121076233193,18,0.40476190476190466,0.7530529172320217,0.7000000000000001,47,0.23076923076923073,0.6000000000000001,0.3157894736842105,0.4782608695652174,0.5862068965517242,,42,79,0.532,14,35,0.4,30,40,0.75,12,46,24,8,4,15,20,NYK,0.34482758620689646
14,14,2018-11-11,,ORL,L,89,115,31,0.35185185185185186,0.16666666666666663,5,0.28260869565217395,0.07174887892376686,22,0.5952380952380951,0.6377204884667571,0.55,54,0.038461538461538436,0.2,0.7894736842105263,0.6956521739130435,0.41379310344827586,,44,98,0.449,17,42,0.405,10,11,0.909,10,52,31,10,9,11,21,NYK,0.689655172413793
15,15,2018-11-14,@,OKC,L,103,128,39,0.35185185185185186,0.44753086419753096,7,0.23913043478260865,0.27354260089686105,18,0.4285714285714285,0.7055630936227952,0.35,36,0.23076923076923073,0.4,0.42105263157894735,0.6521739130434782,0.2758620689655172,,51,95,0.537,16,33,0.485,10,12,0.833,13,47,32,11,7,16,21,NYK,0.2068965517241379
16,16,2018-11-16,@,NOP,L,124,129,48,0.537037037037037,0.5925925925925924,11,0.4130434782608695,0.3968609865470853,17,0.45238095238095233,0.603799185888738,0.5000000000000001,44,0.11538461538461542,0.5,0.3157894736842105,0.4347826086956521,0.7586206896551724,,48,99,0.485,10,34,0.294,23,32,0.719,11,54,27,5,5,15,25,NYK,0.3793103448275862
17,17,2018-11-18,@,ORL,L,117,131,40,0.33333333333333326,0.5000000000000001,8,0.19565217391304346,0.41704035874439477,29,0.7142857142857142,0.7679782903663499,0.7500000000000001,42,0.0,0.35000000000000003,0.10526315789473684,0.4782608695652174,0.5862068965517242,,48,84,0.571,13,32,0.406,22,26,0.846,7,35,35,5,6,15,26,NYK,0.13793103448275856
18,18,2018-11-20,,POR,L,114,118,42,0.2592592592592593,0.6419753086419754,13,0.30434782608695654,0.6748878923766819,17,0.40476190476190466,0.6919945725915875,0.4,42,0.3846153846153847,0.4,0.2631578947368421,0.5217391304347826,0.20689655172413796,,45,95,0.474,16,35,0.457,12,17,0.706,14,43,25,8,4,11,19,NYK,0.3793103448275862
19,19,2018-11-21,@,BOS,W,117,109,44,0.37037037037037046,0.6049382716049382,15,0.32608695652173914,0.7914798206278029,14,0.2857142857142857,0.7611940298507462,0.35,49,0.5,0.15000000000000002,0.5789473684210527,0.608695652173913,0.5172413793103448,,38,97,0.392,10,33,0.303,23,32,0.719,15,50,30,10,9,8,16,NYK,0.6551724137931035
20,20,2018-11-23,,NOP,W,114,109,41,0.40740740740740744,0.4722222222222222,12,0.3913043478260869,0.48654708520179374,20,0.5238095238095237,0.6485753052917231,0.5000000000000001,46,0.3846153846153847,0.45,0.5263157894736842,0.21739130434782608,0.5862068965517242,,40,101,0.396,7,28,0.25,22,29,0.759,20,55,26,5,5,14,22,NYK,0.4482758620689654
21,21,2018-11-25,@,MEM,W,103,98,34,0.40740740740740744,0.23456790123456794,8,0.15217391304347827,0.48654708520179374,27,0.6428571428571428,0.7883310719131613,0.6000000000000001,56,0.1923076923076923,0.2,0.2631578947368421,0.1739130434782609,0.41379310344827586,,38,86,0.442,11,30,0.367,11,19,0.579,6,41,27,5,19,7,23,NYK,0.7241379310344828
22,22,2018-11-27,@,DET,L,108,115,36,0.40740740740740744,0.30246913580246926,9,0.26086956521739124,0.41704035874439477,27,0.6428571428571428,0.7883310719131613,0.55,50,0.15384615384615385,0.25,0.2631578947368421,0.4347826086956521,0.7586206896551724,,38,80,0.475,7,24,0.292,32,45,0.711,7,48,20,5,7,13,26,NYK,0.5517241379310344
23,23,2018-11-28,@,PHI,L,91,117,32,0.42592592592592604,0.1543209876543209,6,0.30434782608695654,0.13452914798206278,21,0.40476190476190466,0.9389416553595658,0.45000000000000007,41,0.07692307692307698,0.55,0.2631578947368421,0.4347826086956521,0.41379310344827586,,47,87,0.54,12,25,0.48,11,16,0.688,8,50,34,7,5,16,19,NYK,0.31034482758620696
24,24,2018-12-01,,MIL,W,136,134,51,0.5,0.7191358024691358,20,0.4130434782608695,0.9887892376681615,14,0.38095238095238093,0.548168249660787,0.20000000000000004,41,0.6923076923076924,0.25,0.10526315789473684,0.5652173913043478,0.4827586206896552,,46,94,0.489,18,42,0.429,24,31,0.774,10,51,28,11,4,16,25,NYK,0.48275862068965514
25,25,2018-12-03,,WAS,L,107,110,37,0.38888888888888884,0.3487654320987653,12,0.4130434782608695,0.46188340807174894,21,0.5476190476190476,0.66078697421981,0.8500000000000001,55,0.3076923076923077,0.2,0.2631578947368421,0.5652173913043478,0.17241379310344823,,44,92,0.478,13,32,0.406,9,12,0.75,8,38,30,7,8,10,24,NYK,0.5172413793103449
26,26,2018-12-06,@,BOS,L,100,128,36,0.40740740740740744,0.30246913580246926,12,0.4347826086956521,0.43946188340807185,16,0.3571428571428571,0.7286295793758482,0.6000000000000001,47,0.34615384615384615,0.2,0.2631578947368421,0.5652173913043478,0.4827586206896552,,49,92,0.533,13,38,0.342,17,20,0.85,7,46,32,8,6,9,24,NYK,0.4137931034482759
27,27,2018-12-08,,BRK,L,104,112,39,0.2592592592592593,0.530864197530864,8,0.23913043478260865,0.3609865470852019,18,0.5952380952380951,0.457259158751696,0.35,40,0.3846153846153847,0.4,0.10526315789473684,0.3913043478260869,0.3103448275862069,,43,88,0.489,11,22,0.5,15,25,0.6,12,45,27,5,5,12,25,NYK,0.34482758620689646
28,28,2018-12-09,,CHO,L,107,119,44,0.4444444444444444,0.5401234567901233,13,0.23913043478260865,0.7914798206278029,6,0.047619047619047616,0.8059701492537312,0.30000000000000004,41,0.6153846153846155,0.25,0.10526315789473684,0.608695652173913,0.5517241379310345,,42,87,0.483,12,34,0.353,23,27,0.852,6,42,19,11,4,12,17,NYK,0.4137931034482759
29,29,2018-12-12,@,CLE,L,106,113,41,0.462962962962963,0.42592592592592593,11,0.26086956521739124,0.5829596412556055,13,0.21428571428571427,0.9036635006784262,0.35,43,0.34615384615384615,0.35000000000000003,0.3684210526315789,0.3913043478260869,0.3103448275862069,,43,91,0.473,10,34,0.294,17,21,0.81,12,51,19,7,4,12,18,NYK,0.4482758620689654
30,30,2018-12-14,@,CHO,W,126,124,47,0.537037037037037,0.5617283950617283,12,0.4130434782608695,0.46188340807174894,20,0.619047619047619,0.5183175033921302,0.35,46,0.576923076923077,0.55,0.42105263157894735,0.30434782608695654,0.24137931034482757,,48,102,0.471,20,48,0.417,8,10,0.8,9,51,38,7,5,16,23,NYK,0.5517241379310344
31,31,2018-12-16,@,IND,L,99,110,37,0.37037037037037046,0.3641975308641975,10,0.3695652173913043,0.3721973094170404,15,0.40476190476190466,0.5685210312075984,0.55,44,0.34615384615384615,0.35000000000000003,0.05263157894736842,0.5217391304347826,0.3448275862068965,,40,87,0.46,12,34,0.353,18,23,0.783,11,45,28,9,4,13,18,NYK,0.34482758620689646
32,32,2018-12-17,,PHO,L,110,128,40,0.5555555555555556,0.3271604938271605,9,0.4347826086956521,0.24663677130044853,21,0.5714285714285714,0.6255088195386702,0.7000000000000001,50,0.11538461538461542,0.25,0.0,0.34782608695652173,0.41379310344827586,,48,92,0.522,9,27,0.333,23,27,0.852,4,44,27,8,5,7,20,NYK,0.4482758620689654
33,33,2018-12-19,@,PHI,L,109,131,37,0.3148148148148149,0.40740740740740733,10,0.34782608695652173,0.3946188340807176,25,0.619047619047619,0.7367706919945727,0.1,35,0.3846153846153847,0.1,0.10526315789473684,0.21739130434782608,0.3448275862068965,,47,88,0.534,15,30,0.5,22,25,0.88,9,51,31,6,4,9,22,NYK,0.34482758620689646
34,34,2018-12-21,,ATL,L,107,114,41,0.2777777777777777,0.5864197530864198,8,0.26086956521739124,0.33408071748878926,17,0.45238095238095233,0.603799185888738,0.1,35,0.3076923076923077,0.4,0.15789473684210525,0.3913043478260869,0.44827586206896547,,43,91,0.473,10,29,0.345,18,24,0.75,15,54,29,4,1,16,18,NYK,0.34482758620689646
35,35,2018-12-25,,MIL,L,95,109,35,0.5185185185185186,0.1944444444444443,8,0.30434782608695654,0.2892376681614351,17,0.38095238095238093,0.7421981004070557,0.65,57,0.1923076923076923,0.2,0.15789473684210525,0.4782608695652174,0.5517241379310345,,40,89,0.449,6,32,0.188,23,34,0.676,6,51,22,9,8,8,19,NYK,0.7241379310344828
36,36,2018-12-27,@,MIL,L,96,112,36,0.5185185185185186,0.22530864197530864,13,0.34782608695652173,0.6098654708520179,11,0.26190476190476186,0.5766621438263229,0.4,43,0.34615384615384615,0.4,0.3157894736842105,0.30434782608695654,0.37931034482758624,,42,93,0.452,11,32,0.344,17,21,0.81,11,57,20,4,11,15,14,NYK,0.4137931034482759
37,37,2018-12-29,@,UTA,L,97,129,32,0.3148148148148149,0.22839506172839508,15,0.3695652173913043,0.7219730941704037,18,0.40476190476190466,0.7530529172320217,0.30000000000000004,35,0.1923076923076923,0.5,0.05263157894736842,0.5217391304347826,0.3448275862068965,,51,93,0.548,16,36,0.444,11,14,0.786,15,60,30,8,6,17,27,NYK,0.2068965517241379
38,38,2019-01-01,@,DEN,L,108,115,42,0.4444444444444444,0.47530864197530864,11,0.26086956521739124,0.5829596412556055,13,0.30952380952380953,0.6227951153324287,0.65,43,0.6153846153846155,0.2,0.15789473684210525,0.21739130434782608,0.41379310344827586,,44,95,0.463,12,34,0.353,15,23,0.652,16,53,36,7,6,8,19,NYK,0.2413793103448275
39,39,2019-01-04,@,LAL,W,119,112,37,0.5555555555555556,0.23456790123456794,11,0.4782608695652174,0.336322869955157,34,0.8571428571428571,0.7679782903663499,0.55,56,0.3076923076923077,0.6000000000000001,0.21052631578947367,0.13043478260869565,0.37931034482758624,,43,98,0.439,11,37,0.297,15,20,0.75,12,55,23,4,7,16,27,NYK,0.7586206896551725
40,40,2019-01-07,@,POR,L,101,111,36,0.37037037037037046,0.3271604938271605,7,0.17391304347826086,0.352017937219731,22,0.5238095238095237,0.7489823609226594,0.6000000000000001,48,0.23076923076923073,0.45,0.10526315789473684,0.34782608695652173,0.3448275862068965,,40,85,0.471,11,31,0.355,20,29,0.69,12,51,25,7,5,14,21,NYK,0.4482758620689654
41,41,2019-01-08,@,GSW,L,95,122,35,0.35185185185185186,0.3086419753086421,6,0.19565217391304346,0.2309417040358745,19,0.38095238095238093,0.8710990502035278,0.35,39,0.038461538461538436,0.55,0.05263157894736842,0.5652173913043478,0.10344827586206895,,49,96,0.51,14,45,0.311,10,12,0.833,15,49,36,9,10,15,14,NYK,0.31034482758620696
42,42,2019-01-11,,IND,L,106,121,39,0.35185185185185186,0.44753086419753096,14,0.5217391304347826,0.47533632286995525,14,0.26190476190476186,0.830393487109905,0.30000000000000004,37,0.3846153846153847,0.4,0.2631578947368421,0.5652173913043478,0.3103448275862069,,49,94,0.521,12,26,0.462,11,11,1.0,11,47,30,8,1,14,15,NYK,0.27586206896551724
43,43,2019-01-13,,PHI,L,105,108,37,0.3148148148148149,0.40740740740740733,10,0.34782608695652173,0.3946188340807176,21,0.5952380952380951,0.592944369063772,0.25,34,0.46153846153846156,0.4,0.2631578947368421,0.30434782608695654,0.41379310344827586,,40,87,0.46,6,20,0.3,22,30,0.733,12,56,22,4,9,16,21,NYK,0.2068965517241379
44,44,2019-01-17,@,WAS,L,100,101,39,0.33333333333333326,0.4629629629629629,12,0.30434782608695654,0.5986547085201794,10,0.16666666666666666,0.7734056987788331,0.20000000000000004,42,0.11538461538461542,0.30000000000000004,0.15789473684210525,0.4782608695652174,0.24137931034482757,,40,92,0.435,7,27,0.259,14,20,0.7,15,51,23,9,2,13,10,NYK,0.5172413793103449
45,45,2019-01-21,,OKC,L,109,127,39,0.33333333333333326,0.4629629629629629,7,0.17391304347826086,0.352017937219731,24,0.6428571428571428,0.66078697421981,0.45000000000000007,36,0.5,0.4,0.15789473684210525,0.3913043478260869,0.4827586206896552,,45,83,0.542,15,29,0.517,22,27,0.815,10,49,26,7,2,18,31,NYK,0.13793103448275856
46,46,2019-01-23,,HOU,L,110,114,37,0.22222222222222232,0.4907407407407408,11,0.32608695652173914,0.4932735426008969,25,0.5952380952380951,0.7734056987788331,0.4,48,0.11538461538461542,0.25,0.3684210526315789,0.6521739130434782,0.4827586206896552,,37,90,0.411,11,44,0.25,29,38,0.763,15,44,10,15,10,12,25,NYK,0.5862068965517241
47,47,2019-01-25,@,BRK,L,99,109,37,0.33333333333333326,0.39197530864197516,8,0.34782608695652173,0.24887892376681625,17,0.5,0.5305291723202171,0.20000000000000004,33,0.1923076923076923,0.6000000000000001,0.5789473684210527,0.21739130434782608,0.7586206896551724,,34,84,0.405,9,33,0.273,32,47,0.681,18,60,19,5,2,19,21,NYK,0.2068965517241379
48,48,2019-01-27,,MIA,L,97,106,36,0.2777777777777777,0.4043209876543209,7,0.23913043478260865,0.27354260089686105,18,0.45238095238095233,0.66078697421981,0.25,38,0.3846153846153847,0.65,0.15789473684210525,0.34782608695652173,0.37931034482758624,,39,84,0.464,12,33,0.364,16,18,0.889,8,47,26,6,5,15,24,NYK,0.34482758620689646
49,49,2019-01-28,@,CHO,L,92,101,34,0.2962962962962963,0.314814814814815,7,0.17391304347826086,0.352017937219731,17,0.5,0.5305291723202171,0.30000000000000004,46,0.2692307692307693,0.30000000000000004,0.3157894736842105,0.21739130434782608,0.20689655172413796,,39,94,0.415,11,34,0.324,12,16,0.75,13,51,25,4,10,10,20,NYK,0.5862068965517241
50,50,2019-01-30,,DAL,L,90,114,32,0.16666666666666674,0.3456790123456789,6,0.23913043478260865,0.18834080717488794,20,0.5476190476190476,0.6119402985074627,0.15,34,0.15384615384615385,0.5,0.2631578947368421,0.3913043478260869,0.20689655172413796,,45,84,0.536,15,38,0.395,9,11,0.818,7,49,31,4,1,18,19,NYK,0.27586206896551724
51,51,2019-02-01,,BOS,L,99,113,39,0.3148148148148149,0.4783950617283951,9,0.34782608695652173,0.32062780269058294,12,0.16666666666666666,1.0,0.30000000000000004,48,0.34615384615384615,0.1,0.10526315789473684,0.608695652173913,0.20689655172413796,,46,100,0.46,13,37,0.351,8,10,0.8,11,43,25,11,7,7,18,NYK,0.6551724137931035
52,52,2019-02-03,,MEM,L,84,96,28,0.09259259259259256,0.24691358024691368,12,0.5434782608695652,0.34304932735426014,16,0.40476190476190466,0.6295793758480325,0.20000000000000004,45,0.3076923076923077,0.2,0.3157894736842105,0.5217391304347826,0.24137931034482757,,37,91,0.407,9,26,0.346,13,18,0.722,10,49,25,8,4,7,20,NYK,0.6206896551724138
53,53,2019-02-05,,DET,L,92,105,36,0.38888888888888884,0.314814814814815,9,0.3913043478260869,0.28251121076233193,11,0.23809523809523805,0.6377204884667571,0.55,44,0.1923076923076923,0.25,0.21052631578947367,0.34782608695652173,0.4827586206896552,,37,79,0.468,12,34,0.353,19,24,0.792,6,41,22,4,7,9,21,NYK,0.34482758620689646
54,54,2019-02-08,@,DET,L,103,120,35,0.16666666666666674,0.46604938271604934,7,0.15217391304347827,0.383408071748879,26,0.8571428571428571,0.5033921302578019,0.4,39,0.3846153846153847,0.30000000000000004,0.2631578947368421,0.4347826086956521,0.4827586206896552,,42,86,0.488,13,30,0.433,23,29,0.793,11,46,24,3,6,12,27,NYK,0.27586206896551724
55,55,2019-02-09,,TOR,L,99,104,39,0.462962962962963,0.36111111111111105,10,0.21739130434782605,0.5672645739910316,11,0.33333333333333326,0.42876526458616004,0.65,57,0.3846153846153847,0.45,0.21052631578947367,0.4782608695652174,0.5862068965517242,,33,86,0.384,14,35,0.4,24,29,0.828,10,47,27,8,5,12,15,NYK,0.7241379310344828
56,56,2019-02-11,@,CLE,L,104,107,42,0.42592592592592604,0.4907407407407408,7,0.23913043478260865,0.27354260089686105,13,0.3571428571428571,0.5251017639077341,0.4,46,0.34615384615384615,0.4,0.47368421052631576,0.30434782608695654,0.2758620689655172,,38,95,0.4,14,44,0.318,17,19,0.895,17,56,20,6,2,18,16,NYK,0.5172413793103449
57,57,2019-02-13,,PHI,L,111,126,40,0.574074074074074,0.314814814814815,9,0.30434782608695654,0.36547085201793733,22,0.5238095238095237,0.7489823609226594,0.6000000000000001,43,0.576923076923077,0.4,0.21052631578947367,0.3913043478260869,0.6206896551724137,,42,78,0.538,8,23,0.348,34,43,0.791,6,47,33,8,7,15,24,NYK,0.27586206896551724
58,58,2019-02-14,@,ATL,W,106,91,38,0.2777777777777777,0.47530864197530864,12,0.34782608695652173,0.5381165919282513,18,0.5,0.5820895522388059,0.45000000000000007,52,0.34615384615384615,0.45,0.47368421052631576,0.4782608695652174,0.44827586206896547,,33,91,0.363,10,38,0.263,15,19,0.789,10,41,19,8,4,12,24,NYK,0.689655172413793
59,59,2019-02-22,,MIN,L,104,115,37,0.3148148148148149,0.40740740740740733,11,0.30434782608695654,0.5201793721973096,19,0.45238095238095233,0.7177747625508819,0.30000000000000004,47,0.11538461538461542,0.45,0.42105263157894735,0.7391304347826086,0.44827586206896547,,41,87,0.471,11,24,0.458,22,32,0.688,7,42,22,13,8,13,20,NYK,0.6206896551724138
60,60,2019-02-24,,SAS,W,130,118,50,0.537037037037037,0.6543209876543211,16,0.4782608695652174,0.6390134529147984,14,0.33333333333333326,0.6431478968792401,0.5000000000000001,49,0.5,0.15000000000000002,0.3684210526315789,0.13043478260869565,0.6206896551724137,,42,94,0.447,6,24,0.25,28,31,0.903,14,50,18,3,4,7,20,NYK,0.5517241379310344
61,61,2019-02-26,,ORL,W,108,103,38,0.37037037037037046,0.39814814814814803,7,0.19565217391304346,0.3251121076233184,25,0.6428571428571428,0.7028493894165537,0.6000000000000001,51,0.1923076923076923,0.55,0.3684210526315789,0.30434782608695654,0.20689655172413796,,39,89,0.438,11,32,0.344,14,20,0.7,12,47,26,6,7,16,21,NYK,0.5517241379310344
62,62,2019-02-28,,CLE,L,118,125,46,0.4814814814814814,0.5740740740740741,11,0.3695652173913043,0.44170403587443946,15,0.4285714285714285,0.5278154681139756,0.6000000000000001,40,0.5384615384615384,0.2,0.15789473684210525,0.21739130434782608,0.6551724137931034,,41,80,0.513,14,34,0.412,29,36,0.806,8,40,24,5,3,11,20,NYK,0.1724137931034483
63,63,2019-03-03,@,LAC,L,107,128,35,0.35185185185185186,0.3086419753086421,11,0.30434782608695654,0.5201793721973096,26,0.6904761904761905,0.6811397557666214,0.35,46,0.42307692307692313,0.45,0.47368421052631576,0.4347826086956521,0.3448275862068965,,48,98,0.49,19,35,0.543,13,17,0.765,9,53,33,5,4,16,28,NYK,0.5517241379310344
64,64,2019-03-04,@,SAC,L,108,115,39,0.2962962962962963,0.4969135802469137,12,0.30434782608695654,0.5986547085201794,18,0.5476190476190476,0.5156037991858887,0.4,48,0.1923076923076923,0.4,0.2631578947368421,0.608695652173913,0.5517241379310345,,39,83,0.47,11,29,0.379,26,33,0.788,6,43,28,11,3,13,24,NYK,0.5862068965517241
65,65,2019-03-06,@,PHO,L,96,107,35,0.14814814814814814,0.48456790123456794,6,0.0,0.5672645739910316,20,0.47619047619047616,0.7286295793758482,0.30000000000000004,46,0.1923076923076923,0.30000000000000004,0.3684210526315789,0.7826086956521738,0.4827586206896552,,39,81,0.481,12,29,0.414,17,22,0.773,4,31,21,11,9,13,25,NYK,0.5862068965517241
66,66,2019-03-09,,SAC,L,94,102,35,0.462962962962963,0.22839506172839508,10,0.4347826086956521,0.3116591928251122,14,0.38095238095238093,0.548168249660787,0.55,58,0.15384615384615385,0.15000000000000002,0.2631578947368421,0.26086956521739124,0.37931034482758624,,36,95,0.379,12,36,0.333,18,22,0.818,11,53,16,5,3,7,14,NYK,0.8275862068965517
67,67,2019-03-10,@,MIN,L,92,103,37,0.3148148148148149,0.40740740740740733,10,0.21739130434782605,0.5672645739910316,8,0.21428571428571427,0.4179104477611939,0.4,43,0.3076923076923077,0.25,0.42105263157894735,0.608695652173913,0.17241379310344823,,42,94,0.447,9,30,0.3,10,13,0.769,9,40,22,13,10,11,16,NYK,0.4137931034482759
68,68,2019-03-12,@,IND,L,98,103,35,0.20370370370370372,0.4320987654320988,13,0.28260869565217395,0.7107623318385652,15,0.30952380952380953,0.7734056987788331,0.30000000000000004,48,0.3846153846153847,0.2,0.2631578947368421,0.6956521739130435,0.4827586206896552,,37,85,0.435,8,28,0.286,21,29,0.724,8,42,26,11,3,10,22,NYK,0.6551724137931035
69,69,2019-03-15,@,SAS,L,83,109,35,0.3148148148148149,0.3364197530864196,8,0.10869565217391303,0.5672645739910316,5,0.09523809523809523,0.3975576662143827,0.35,41,0.34615384615384615,0.30000000000000004,0.21052631578947367,0.5652173913043478,0.13793103448275862,,47,88,0.534,7,21,0.333,8,10,0.8,6,45,31,8,6,9,13,NYK,0.3793103448275862
70,70,2019-03-17,,LAL,W,124,123,44,0.12962962962962976,0.8672839506172839,12,0.23913043478260865,0.7062780269058297,24,0.5714285714285714,0.7666214382632293,0.4,45,0.46153846153846156,0.2,0.2631578947368421,0.8695652173913043,0.5862068965517242,,47,97,0.485,7,27,0.259,22,28,0.786,15,35,26,12,5,10,21,NYK,0.48275862068965514
71,71,2019-03-18,@,TOR,L,92,128,28,0.2962962962962963,0.0956790123456791,8,0.4347826086956521,0.1838565022421525,28,0.6428571428571428,0.830393487109905,0.25,36,0.15384615384615385,0.4,0.21052631578947367,0.4347826086956521,0.3103448275862069,,49,88,0.557,17,40,0.425,13,22,0.591,5,50,36,5,6,14,22,NYK,0.27586206896551724
72,72,2019-03-20,,UTA,L,116,137,45,0.3148148148148149,0.6944444444444445,13,0.34782608695652173,0.6098654708520179,13,0.38095238095238093,0.4830393487109905,0.30000000000000004,40,0.42307692307692313,0.30000000000000004,0.3157894736842105,0.4782608695652174,0.41379310344827586,,48,85,0.565,20,42,0.476,21,25,0.84,7,40,38,7,3,10,18,NYK,0.3793103448275862
73,73,2019-03-22,,DEN,L,93,111,34,0.38888888888888884,0.24691358024691368,9,0.3695652173913043,0.3004484304932737,16,0.38095238095238093,0.6770691994572591,0.30000000000000004,45,0.3076923076923077,0.15000000000000002,0.2631578947368421,0.1739130434782609,0.20689655172413796,,40,96,0.417,15,38,0.395,16,19,0.842,17,62,24,5,5,8,15,NYK,0.5517241379310344
74,74,2019-03-24,,LAC,L,113,124,41,0.3148148148148149,0.552469135802469,9,0.3913043478260869,0.28251121076233193,22,0.47619047619047616,0.8371777476255089,0.55,44,0.3846153846153847,0.25,0.3684210526315789,0.4782608695652174,0.5172413793103448,,38,86,0.442,15,35,0.429,33,37,0.892,12,42,24,7,4,8,19,NYK,0.34482758620689646
75,75,2019-03-28,,TOR,L,92,117,31,0.2962962962962963,0.20679012345679004,6,0.23913043478260865,0.18834080717488794,24,0.6428571428571428,0.66078697421981,0.6000000000000001,54,0.15384615384615385,0.15000000000000002,0.2631578947368421,0.5652173913043478,0.44827586206896547,,40,89,0.449,20,47,0.426,17,22,0.773,6,44,32,8,6,8,28,NYK,0.6551724137931035
76,76,2019-03-30,,MIA,L,92,100,31,0.14814814814814814,0.32407407407407407,9,0.5,0.20179372197309414,21,0.47619047619047616,0.7829036635006783,0.30000000000000004,42,0.3076923076923077,0.5,0.3684210526315789,0.6521739130434782,0.24137931034482757,,39,90,0.433,9,32,0.281,13,17,0.765,14,51,26,11,3,18,21,NYK,0.4482758620689654
77,77,2019-04-01,,CHI,W,113,105,37,0.09259259259259256,0.6234567901234568,18,0.5,0.7331838565022422,21,0.47619047619047616,0.7829036635006783,0.20000000000000004,44,0.46153846153846156,0.1,0.47368421052631576,0.5652173913043478,0.3103448275862069,,42,94,0.447,4,17,0.235,17,23,0.739,12,44,20,9,2,6,18,NYK,0.5862068965517241
78,78,2019-04-03,@,ORL,L,100,114,38,0.2962962962962963,0.4598765432098765,6,0.26086956521739124,0.16816143497757852,18,0.38095238095238093,0.8059701492537312,0.30000000000000004,39,0.34615384615384615,0.5,0.2631578947368421,0.3913043478260869,0.3103448275862069,,45,99,0.455,11,32,0.344,13,20,0.65,19,55,29,5,7,13,16,NYK,0.34482758620689646
79,79,2019-04-05,@,HOU,L,96,120,37,0.2407407407407407,0.4722222222222222,6,0.26086956521739124,0.16816143497757852,16,0.5238095238095237,0.4477611940298507,0.15,53,0.3846153846153847,0.15000000000000002,0.3157894736842105,0.5217391304347826,0.2758620689655172,,43,101,0.426,22,59,0.373,12,17,0.706,7,48,26,8,2,6,21,NYK,0.9310344827586207
80,80,2019-04-07,,WAS,W,113,110,41,0.20370370370370372,0.6635802469135802,17,0.4130434782608695,0.7914798206278029,14,0.33333333333333326,0.6431478968792401,0.25,43,0.46153846153846156,0.25,0.47368421052631576,0.5217391304347826,0.17241379310344823,,43,103,0.417,10,34,0.294,14,18,0.778,21,50,24,12,4,8,16,NYK,0.5172413793103449
81,81,2019-04-09,@,CHI,W,96,86,37,0.4444444444444444,0.3086419753086421,14,0.5434782608695652,0.4551569506726458,8,0.1904761904761905,0.4776119402985074,0.45000000000000007,61,0.1923076923076923,0.0,0.5263157894736842,0.26086956521739124,0.24137931034482757,,30,83,0.361,7,22,0.318,19,29,0.655,6,50,14,7,4,7,18,NYK,0.9999999999999999
